mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,231,general anaesthetic,PROCEDURE_OCCURRENCE,procedure_concept_id,4174669,General anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,551,orthoptic exercises,PROCEDURE_OCCURRENCE,procedure_concept_id,4225863,Orthoptic training,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,45,Pericardiocentesis,PROCEDURE_OCCURRENCE,procedure_concept_id,4149930,Pericardiocentesis,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,554,epilation of lashes,PROCEDURE_OCCURRENCE,procedure_concept_id,4161695,Removal of eyelash,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,233,regional block,PROCEDURE_OCCURRENCE,procedure_concept_id,4100052,Regional anesthesia,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,33,Fracture review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,32,Recall/x-ray review,PROCEDURE_OCCURRENCE,procedure_concept_id,44793314,Wound repair review,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,36,Sling/collar cuff/broad arm sling,PROCEDURE_OCCURRENCE,procedure_concept_id,4180243,Application of sling,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_First,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Tenth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eleventh,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eighth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Twelfth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Second,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Fourth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Sixth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Seventh,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Third,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Ninth,99,Other,PROCEDURE_OCCURRENCE,procedure_concept_id,4297090,Evaluation procedure,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Second,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eighth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Tenth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Seventh,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Sixth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Eleventh,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Third,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Twelfth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Five,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Fourth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_Ninth,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Treatment_First,517,eye drops,PROCEDURE_OCCURRENCE,procedure_concept_id,4021805,Instilling eye drops,false,,PROCEDURE_OCCURRENCE_procedure_concept_id,,,
